Date_tweeted,username,display_name,tweet_link,Tweets,Number_of_Likes,Number_retweets,Qouted_times,Source_of_Tweet,number_of_followers,location
2023-02-22 20:02:03,iDealHOSA,Idahosa Iyawe,https://twitter.com/iDealHOSA/status/1628485290221346818,"Vote and Verify, not Fight! Your Vote must Count!
Elections will come and go but Nigeria and Nigerians remain. 
Oh God of Creation direct our Noble cause!
Arise O Compatriots, Nigerias call OBEY! 
Youths OBEY the clarion call! 
#NigeriaDecides2023 #NigeriaElections2023 https://t.co/0MTrYEHPFc",1,2,0,Twitter for iPhone,1338,"Abuja, Nigeria"
2023-02-22 20:02:01,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628485279446192129,"Now Playing on 234Radio, Asake (@asakemusik) - Joha.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-22 20:01:55,Martozium,Martins Udotai,https://twitter.com/Martozium/status/1628485256784363520,"In 2019 after the election results, the tweets that were trending were, ""How to apply for GRE""  ""Migrating to Canada"" etc.

This year it should be how to return and rejoin Nigerian society after Peter Obi wins.

#NigeriaDecides2023",4,2,0,Twitter for Android,6534,"New York, USA"
2023-02-22 20:01:39,Alex___Nelson,Alex Nelson,https://twitter.com/Alex___Nelson/status/1628485188014706688,"Check out my piece on the Nigerian 2023 elections that analyzes three online narratives that could cause election-related violence, two of which include signs of coordinated inauthentic behavior (CIB). #NigeriaDecides2023 https://t.co/HI7JfDCelp",0,0,0,Twitter for iPhone,118,"Washington, DC"
2023-02-22 20:01:28,IyawoGovernor,firstlady,https://twitter.com/IyawoGovernor/status/1628485143609413635,"Asiwaju Bola Tinubu &amp; Senator Kashim Shettima inspected the Situation Room of the Election Planning and Monitoring Committee of the PCC headed by Minister of Works and Housing, Babatunde Fashola SAN.

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/mMWNuaTmzs",8,3,0,Twitter for iPhone,145,"Lagos, Nigeria"
2023-02-22 20:01:16,Uliogho,Cynthia$ Emami,https://twitter.com/Uliogho/status/1628485090857689089,"For a multi-ethnic nation like Nigeria, we need leaders who are aware of and consciously working on their bias! #NigeriaDecides2023 #VoteLP",1,0,0,Twitter for iPhone,284,Nigeria
2023-02-22 20:01:15,iBOsatofoh,Benjamin O. Imhanlueku℠ #Benjillion,https://twitter.com/iBOsatofoh/status/1628485088311754754,"All Great &amp; Honorable Actions Are Accompanied With Great Difficulties.

#NigeriaDecides2023
#BATKSM2023
#FightCrimeNotTribe",0,0,0,Twitter for Android,1178,Federal Republic Of Nigeria
2023-02-22 20:01:09,citizenc400,Concerned Citizens🕑,https://twitter.com/citizenc400/status/1628485061577261057,"We cannot appoint Pablo Escobar as president and Osama bin Laden as vice president

 #ObiDatti2023 #VotePeterObiForPresident2023 #NigeriaDecides2023 #PeterObi4President #PeterObi2023 https://t.co/duAsjdSmzX",1,1,0,Twitter Web App,1476,Ikoyi. Lagos
2023-02-22 20:01:07,JtechGadgets,Jtech Gadgets,https://twitter.com/JtechGadgets/status/1628485055550042116,"I Pray Nigerians Make The Right Decisions This Time, Else We Will Suffer For Another 8 Years🙏 #TinubuInLagos #PeterObi4President #NigeriaElections2023 #NigeriaDecides2023 https://t.co/XBNqfqLqej",1,0,0,Twitter for Android,12,Ghana
2023-02-22 20:00:44,Mezon4,MEZU KINGSLEY,https://twitter.com/Mezon4/status/1628484959911419908,"We are global....😁
#NigeriaDecides2023 https://t.co/yd2DpbCV4f",4,2,0,Twitter for Android,1942,Nigeria
2023-02-22 20:00:16,willy_da_genius,AyanWilly,https://twitter.com/willy_da_genius/status/1628484842345185281,"#NigeriaDecides2023 
Make sure you vote for your candidate. Don't just sit at home and complain, do your best(by voting) and leave the rest to God 🤍✌️",0,0,0,Twitter for Android,434,
2023-02-22 20:00:16,GreyContinent,Grey Continent,https://twitter.com/GreyContinent/status/1628484839161708545,@ADEBOWALE____ Why don't you go here to create your own map: https://t.co/kTHKeGfneQ #NigeriaDecides2023,0,0,0,Twitter Web App,22,
2023-02-22 20:00:08,donmaurixsounds,Maurice,https://twitter.com/donmaurixsounds/status/1628484807901560833,"Inec is Better you do the right thing now, restore what you canceled 

#INEC 
#gtbank 
#PeterObi4President 
#NigeriaDecides2023 
#inec",0,0,0,Twitter for Android,200,"Enugu, Nigeria"
2023-02-22 20:00:03,lordsontweet,Yoruba Independence,https://twitter.com/lordsontweet/status/1628484787521441799,"Please tag this along, someone you know might be interested. #yoruba #NigeriaDecides2023 #YorubanationNow New Naira note |",0,0,0,Twitter Web App,1590,Somewhere close to you.
2023-02-22 19:59:53,NwekeFranc,Franc Nweke,https://twitter.com/NwekeFranc/status/1628484745595088896,"@atiku of @OfficialPDPNig has clearly asked the youth of @Nigeria to vote for @PeterObi of the @NgLabour .@_dinomelaye pls take note. 
#INEC 
#Elections2023 
#NigeriaDecides2023
#Davido",0,0,0,Twitter for Android,19,
2023-02-22 19:59:50,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628484733351985153,"Pray!!! Nothing is beyond the reach of prayer, no matter who is elected as president Jesus is still the King. Politics is the will of man, Election and voting is the will of man, but God still rules in the affairs of men - @PastorRansome 

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:59:35,AborisadeAdeto1,Aborisade Adetola,https://twitter.com/AborisadeAdeto1/status/1628484669971787782,"#NigeriaDecides2023 

Give South This DAY

The Presidency to the south paves the way for a new breed of Northern prospective candidates hereafter to emerge in 2027 or 

However,
Holding on to power may alter the political spectrum, &amp; retire the best of them

#VoiceOfReasoning https://t.co/Qz3afxw6gX",14,11,0,Twitter for Android,11285,"Port Harcourt, Nigeria"
2023-02-22 19:59:28,musbauceo,AareMusbau,https://twitter.com/musbauceo/status/1628484639235969025,"See Dan Nwanyanwu, the presidential candidate of the Zenith Labour Party (ZLP) who once said lots of negative things about Peter Obi when he was Labour Party Chairman. Make we dey play and lose friendship cos of politics.

ELECTION NO BE WAR #PeacefulElection #NigeriaDecides2023 https://t.co/k1iweriChF",6,4,0,Twitter for Android,3414,
2023-02-22 19:59:07,yakub_ss,Asi,https://twitter.com/yakub_ss/status/1628484550316654592,"Based on my empirical view, I believed this election will lead to a rerun between Atiku and Obi, possibly, and if there was a rerun, Atiku would win #2023Elections #NigeriaDecides2023",1,0,0,Twitter for Android,454,
2023-02-22 19:58:27,AdesinaPaul,Apostle Paul,https://twitter.com/AdesinaPaul/status/1628484385304457216,"@PeterObi @NgLabour  David is here.
#NigeriaDecides2023 https://t.co/mkdsbRKx5E",0,0,0,Twitter for Android,468,"Univesity of Ibadan,Nigeria"
2023-02-22 19:58:06,Mista_bag,Jerry Okundaye,https://twitter.com/Mista_bag/status/1628484294074159106,"""You don't have to be the Weeknd to feel this coming"". #PO #2023Elections #LP #NigeriaDecides2023 #PeterObi",1,0,0,Twitter for Android,125,Nigeria
2023-02-22 19:57:59,inecnigeria,INEC Nigeria,https://twitter.com/inecnigeria/status/1628484264961445890,Do you know the Occupational Distribution of Registered Voters for #NigeriaDecides2023 Election? https://t.co/JXV2YwVVno,795,326,49,Twitter for Android,2523584,Nigeria
2023-02-22 19:57:55,AdekunleAbolaj1,Muhammad❤,https://twitter.com/AdekunleAbolaj1/status/1628484248058429448,"The APC Presidential Candidate of @OfficialAPCNg, Asiwaju Bola Tinubu, inspects the Situation Room of the Election Planning and Monitoring Committee of the Presidential Campaign Council (PCC) headed by Minister of Works, H.M Babatunde Fashola 
#TheBAThardwork
#NigeriaDecides2023 https://t.co/7omBXg0vux",2,0,0,Twitter for Android,1402,"Lagos, Nigeria"
2023-02-22 19:57:51,Eje_Ejum,Cheese and Crackers,https://twitter.com/Eje_Ejum/status/1628484232866676736,"1. Tinubu is Wike’s role model. 
2. Elections are not won by emotions. 
3. Politics is never neat
4. We all are problems to Nigeria
5. Stay calm and vote

#NigeriaDecides2023",1,0,0,Twitter for iPhone,543,In Christ
2023-02-22 19:57:35,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628484167351533568,"The reason people mourn, groan and suffer in a nation or city is due to the fact that wicked men are in authority. Any land, city or nation that lacks righteous men in governance is already a disaster - @PastorRansome 

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:57:10,Aphoenix_Afolu,Afoluwa Oyegbile,https://twitter.com/Aphoenix_Afolu/status/1628484058815598592,"Would you take on a project in your area of expertise if you're aware that it will directly or indirectly enhance publicity for a presidential aspirant whose candidacy you vehemently detest- especially if the monetary reward is mouth-watering?

#NigeriaDecides2023",1,1,0,Twitter for Android,754,
2023-02-22 19:56:31,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628483897464877064,"Now Playing on 234Radio, Tekno (@alhajitekno) - Designer.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-22 19:55:27,MideTrust,'Segun,https://twitter.com/MideTrust/status/1628483627385339904,"BATSHEM inspecting the situation room ahead of the general election coming up on Saturday. 

#NigeriaDecides2023 https://t.co/axRwb76AyL",0,0,0,Twitter for Android,533,Abuja
2023-02-22 19:55:12,brian_mugalu256,Brian Mugalu 🇺🇬,https://twitter.com/brian_mugalu256/status/1628483566181949443,"Who's Peter Obi? 

#NigeriaDecides2023",3,0,0,Twitter for Android,40550,Uganda
2023-02-22 19:54:34,BLOSSOM4GOOD,BIG GOD,https://twitter.com/BLOSSOM4GOOD/status/1628483407758991362,"TO ALL NIGERIANS!
Master this, time is ticking, no time to waste time again O!
#NigeriaDecides2023 Mr Peter Obi Sowore illuminati Nnewi North PVCs Peace Accord Rivers #Sexforwork Ned Nwoko Seyi Makinde https://t.co/aAavyJjJ8R",18,14,0,Twitter for Android,1717,
2023-02-22 19:54:21,KvngHod,That yoruba boy,https://twitter.com/KvngHod/status/1628483352658427904,"Which one be “Come to my house for Election”
Your house na polling Unit?
😂
#NigeriaDecides2023 #PeterObi4President",0,0,0,Twitter for Android,490,"Lagos, Nigeria"
2023-02-22 19:54:10,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628483307099881480,"Proverbs 29: 2 (KJV) 
When the righteous are in authority, the people rejoice: but when the wicked beareth rule, the people mourn.

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:53:57,teeana_world,Persian Queen 💥,https://twitter.com/teeana_world/status/1628483251890229248,"The Workaholic JAGABAN. 

Earlier today, Inspects the Situation Room of the Election Planning and Monitoring Committee of the Presidential Campaign Council (PCC) headed by Minister of Works and Housing, Babatunde Fashola SAN.

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/RrabmZXs6m",138,39,3,Twitter for iPhone,16724,"Abuja, Nigeria"
2023-02-22 19:53:42,Briamas7,Oluwa WA Dunsin,https://twitter.com/Briamas7/status/1628483187641835523,"Let every card-carrying citizen of this country do the needful come Feb 25th and Mar 11th. It's in our hands now or should I say our thumbs☺️. Anyways, let's make it a priority to show up. The future is now.

Say no to Vote buying❌
Stay safe our there✌️
#NigeriaDecides2023 https://t.co/8wUFbfwIxv",0,0,0,Twitter for Android,115,"Ibadan, Nigeria"
2023-02-22 19:52:50,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628482969059950592,"We are not called to sit down in church, we can't shine as light in the world within the four walls of our local church, we are meant to go out and shine as light in the world - @PastorRansome 

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:52:28,Realoilsheikh,Dr. Hidima,https://twitter.com/Realoilsheikh/status/1628482879922532355,"#NigeriaDecides2023 

Towards a rising nation built on a solid rock. Nigeria 🇳🇬 will succeed.",26,5,0,Twitter for iPhone,73113,Oil & Gas Hub
2023-02-22 19:52:11,osasuo,Osasu Obayiuwana,https://twitter.com/osasuo/status/1628482808082575360,"Kidnappers nearly maimed, killed and/or abducted my family on the #Lagos-#Benin expressway in #Nigeria today (Wednesday) Without good governance, these things won’t go away. We must change Nigeria or Nigeria will happen to you too. #PeterObi2023 #NigeriaDecides2023",16,4,0,Twitter for iPhone,24802,"Lagos, Nigeria"
2023-02-22 19:52:01,bimadeola,Bímbọ Adéólá Igi T'Ọlọ́run Gbìn🙏,https://twitter.com/bimadeola/status/1628482763618762752,"The stage is set...
#NigeriaDecides2023 https://t.co/zeybmhWJou",2,0,0,Twitter for Android,11129,Somewhere around 
2023-02-22 19:51:41,Mario9jaa,Wale Adedayo🌍🔰,https://twitter.com/Mario9jaa/status/1628482680416350208,"Crossing the Ts and Dotting the Is.

Asiwaju putting a final touch to the preparation for his election coming up on Saturday by visiting the APC situation room today in Abuja.

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/6wWvurHuUz",160,68,5,Twitter for iPhone,12672,Somewhere safe.
2023-02-22 19:50:36,AdamuMohammedJ2,Adamu Mohammed Jamilu,https://twitter.com/AdamuMohammedJ2/status/1628482410093445122,"#NigeriaDecides2023: The @HQNigerianArmy APPROVES HOTLINES FOR OPERATION SAFE CONDUCT 2023 ELECTIONS 

The masses in their various states including the FCT, Abuja can now report any security breach during the 2023 elections via these numbers. Support Our Troops https://t.co/LIR8D1BPoL",0,0,0,Twitter for Android,194,"Kaduna, Nigeria"
2023-02-22 19:49:41,alistairsoyode,Alistair Soyode,https://twitter.com/alistairsoyode/status/1628482176017727494,"Message from US Govt to #Nigerians on @inecnigeria
#NigeriaDecides2023 all parties take note 🗒
@OfficialPDPNig
@APCNigeriaUSA
@OfficialAPCNg
And #candidates
@atiku @PeterObi @officialABAT @pres_adewole
@KwankwasoRM

@elrufai
@USAinUKpress @UsaNigeriaKaz @USNigeriaTrade https://t.co/0wPLI5i1Qv",3,0,1,Twitter for Android,8283,London and Nigeria
2023-02-22 19:49:23,nubianprinz,Sir. Nubian ®™️,https://twitter.com/nubianprinz/status/1628482099882651651,"Have they exceeded mere talks?

These are the issues to vote for on Saturday.  

Vote the APC
Vote Asiwaju Bola Ahmed Tinubu and his running mate, Kashim Shettima.

#AsiwajuNiWa #NigeriaDecides2023 https://t.co/pzrZi3lBak",0,0,0,Twitter for iPhone,1240,The World is my Oyster 
2023-02-22 19:48:18,RealHappy_,HAPPY ♥️💡 🔥,https://twitter.com/RealHappy_/status/1628481829136220163,"The reason why the Nigerian Election will not be free and fair.... A MUST READ👇... PLEASE RETWEET 🙏
#NigeriaDecides2023 
#NigeriaElections2023 
#TinubuInLagos #ObiDattiInLagos #Elections2023 #VoteWisely https://t.co/nPBohl6j9f",1,0,0,Twitter for Android,333,"Ondo, Nigeria"
2023-02-22 19:48:02,ApcNYAmbLagos,Lagos APC National Youth Ambassadors,https://twitter.com/ApcNYAmbLagos/status/1628481763973513216,"and Housing, Babatunde Fashola SAN.
#TheBAThardwork
#TheFutureIsBAT 
#NigeriaDecides2023 https://t.co/0kwmdwE4PO",0,0,0,Twitter for Android,230,
2023-02-22 19:47:58,Lion_Aluko,Bola Tinubu Advocate,https://twitter.com/Lion_Aluko/status/1628481747133337600,"@officialABAT, earlier today inspects the Situation Room of the Election Planning &amp; Monitoring Committee of the Presidential Campaign Council (PCC) headed by Minister of Works &amp; Housing, @tundefashola SAN.

#TheBAThardwork
#TheFutureIsBAT
#NigeriaDecides2023 https://t.co/AkVhd8R99M",2,0,0,Twitter for Android,831,"Abuja, Nigeria"
2023-02-22 19:47:48,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628481701709062145,"Now Playing on 234Radio, Larry Gaaga (@LarryGaagazeen) x Umu Obiligbo (@obiligboglobal) - Owo Ni Koko.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-22 19:47:44,Yeribabaa,The SGF🇳🇬🌽,https://twitter.com/Yeribabaa/status/1628481687322591233,"#NigeriaDecides2023: Earlier today, Presidential Candidate @OfficialAPCNg Asiwaju Bola Tinubu, inspects the Situation Room of the Election Planning and Monitoring Committee of the Presidential Campaign Council (PCC) headed by Minister of Works and Housing, Babatunde Fashola SAN. https://t.co/e22UiZ1Zck",17,13,0,Twitter for iPhone,12792,"Lagos Today, Ilorin Tomorrow "
2023-02-22 19:47:30,TheresaTekenah,Theresa Tekenah 🇳🇬,https://twitter.com/TheresaTekenah/status/1628481627784355842,"APC Presidential Candidate, Asiwaju Tinubu, VP Candidate, Kashim Shettima, today, inspects the Situation Room of the PCC Election Planning &amp; Monitoring Committee, headed by H.M Babatunde Fashola.

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/sT6zTtW3Ai",83,32,1,Twitter for iPhone,53074,Abuja
2023-02-22 19:47:17,Striving__Soul,Abdulghaniy Adeiza (AAA),https://twitter.com/Striving__Soul/status/1628481573585551360,"My mode till after the election.
Na to deliver Tinubu dey my mind now.
#NigeriaDecides2023 
#TinubuShettima2023 https://t.co/2k2nVrhjDo",2,1,0,Twitter for Android,134,Duniya Temporary Residence 
2023-02-22 19:47:05,NewsCentralTV,News Central TV,https://twitter.com/NewsCentralTV/status/1628481521240735746,"2/2

Comment and Retweet with the hashtag #ElectionCentral #Nigeria #NigeriaDecides2023 #NigeriaElections2023 #NewsCentral #AfricaFirst

@usinnigeria",0,0,0,Twitter Web App,10976,Africa
2023-02-22 19:47:02,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628481510725636098,"Evil will continue to prevail when good people are silent or refuse to do nothing. Believers should rise and see politics as a ministry. We must rescue our world - @PastorRansome 

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:46:25,equationadebayo,Adebayo quadri,https://twitter.com/equationadebayo/status/1628481356530327553,It's a gradual process #ArtofLegends #LagosForLP #NigeriaDecides2023 #NigeriaDecides https://t.co/zRJhnR09S2,3,1,0,Twitter for Android,108,"Ojo, Nigeria"
2023-02-22 19:46:23,MacJordaN,MacJordan 🇨🇦🇬🇭🇳🇬,https://twitter.com/MacJordaN/status/1628481346191638528,"RSVP for our upcoming #Twitterspace as we discuss the impact of Nigeria's election on Ghana and Africa. 

Don't miss out on this insightful conversation tomorrow. #NigeriaDecides2023 #NigeriaDecides #NigeriaElection #Ghana #Africa https://t.co/bVQcVDVGmR",4,2,0,Twitter for iPhone,27898,🇬🇭 x 🇨🇦
2023-02-22 19:45:58,yunusxonline,ThePolitician BAT/KSM❁,https://twitter.com/yunusxonline/status/1628481243846246401,"We are getting ready, Asiwaju Bola Tinubu&amp; Kashim Shettima inspects the Situation Room of the Election Planning &amp;Monitoring Committee of the Presidential Campaign Council headed by Minister of Works &amp; Housing, Babatunde Fashola.
#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/9r1U3W4BEr",7,5,0,Twitter for Android,8841,Abuja
2023-02-22 19:45:27,hbkwara,Habila Kwara Zakshi 🇳🇬,https://twitter.com/hbkwara/status/1628481110458990595,"There will be a lot of surprises in the 2023 elections.
Individuals antecedents will prevail over political parties.
#NigeriaDecides2023
#2023GeneralElections",0,0,0,Twitter for Android,1965,"Bauchi, Jos, Jalingo, NE 🇳🇬"
2023-02-22 19:45:01,asiwaju_wa,Asiwaju WA,https://twitter.com/asiwaju_wa/status/1628481004913426434,"These are the issues to vote for on Saturday.  

Vote the APC
Vote Asiwaju Bola Ahmed Tinubu and his running mate, Kashim Shettima.

#AsiwajuNiWa #NigeriaDecides2023",0,0,0,Twitter for Android,670,"South West, Nigeria"
2023-02-22 19:44:53,Topsyken,The OverLord Queen Herself,https://twitter.com/Topsyken/status/1628480971069595648,"Earlier today, Asiwaju Bola Tinubu &amp; Senator Kashim Shettima inspected the Situation Room of the Election Planning and Monitoring Committee of the PCC headed by Minister of Works and Housing, Babatunde Fashola SAN.

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/Y6GDI45ct8",3,0,0,Twitter for Android,13689,Nations of the Earth.
2023-02-22 19:44:43,Mrr_Essy,Hamzat Adeola Akinpelu,https://twitter.com/Mrr_Essy/status/1628480928229076996,"A Prosperous Economy and Effective Power supply, the future is Asiwaju @officialABAT.

Lagos State has the track record 💯
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/sNG3I1qbaN",1,0,0,Twitter for Android,12428,Nigeria
2023-02-22 19:44:28,Yemi__Ajayi,Oluwayemisi L. Ajayi,https://twitter.com/Yemi__Ajayi/status/1628480864995753988,"Asiwaju inspecting the situation room ahead of the general election coming up on Saturday. Asiwaju’s preparedness should be studied. He is ready and making sure everything is in order. 

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/HQ2TdTL8ed",106,37,0,Twitter for iPhone,5358,Reachable
2023-02-22 19:44:24,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628480848256282624,"The crime and violence rate today is due to the agents of Satan at the helm of affairs. The world’s system sponsors their own candidates and put them into power to fulfil their agenda. Christians must wake up! - @PastorRansome 

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:44:03,johnnysleek,A Letter From JAGABAN,https://twitter.com/johnnysleek/status/1628480758519148546,"Earlier today, Our Incoming President, Asiwaju Tinubu, inspects the Situation Room of the Election Planning &amp; Monitoring Committee of the Presidential Campaign Council headed by Minister of Works &amp; Housing, Babatunde Fashola

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/zDjBjP7UfN",41,21,0,Twitter for iPhone,14970,Lagos/PH .Nigeria
2023-02-22 19:44:01,_iroko3,Avwerosuo Okorodudu,https://twitter.com/_iroko3/status/1628480752751878150,See people #PVCs #INEC #NigeriaDecides2023 #Nigeria #Elections2023 ...one reason some of us don't care either ways https://t.co/GqZSMfD0eQ,2,2,1,Twitter for Android,4491,home😁
2023-02-22 19:43:54,DraggingForever,NAANA 🇬🇭 🇬🇭 🇬🇭,https://twitter.com/DraggingForever/status/1628480722775207936,"#NigeriaDecides2023 reminds me of when Nana Addo wanted to contest in the presidential elections 🤣😂😂 

Man spoke so well that everything he said made sense to the average Ghanaian but here we are 🤦🏽‍♀️

I hope Nigerians get it right 🙌🏽",0,0,0,Twitter for iPhone,131,
2023-02-22 19:43:21,anyijude,ANOINTING,https://twitter.com/anyijude/status/1628480585340526595,"@NnewiCity @Kene_Nnewi @EzeasorIje @BillAchusim @Agu_ikemba @urchilla01 @ConnectOnitsha Have you asked yourself what will happen if the @inecnigeria didn't show up at those polling units on election day?.
Nigeria is not working. #NigeriaDecides2023 is already rigged and I never believe in getting Nigeria to work via voting.",0,0,0,Twitter for Android,183,Nigeria 
2023-02-22 19:42:41,Muvvido,Mufeed Ashipa,https://twitter.com/Muvvido/status/1628480416117030912,"These are the issues to vote for on Saturday.  

Vote the APC
Vote Asiwaju Bola Ahmed Tinubu @officialABAT and his running mate, Kashim Shettima @KashimSM. 

#AsiwajuNiWa #NigeriaDecides2023 #VoteTinubu",1,0,0,Twitter for Android,1883,
2023-02-22 19:42:15,IsaacOpio,𝕀𝕤𝕒𝕒𝕔 𝕆𝕡𝕚𝕠 ,https://twitter.com/IsaacOpio/status/1628480307467780097,"If Nigerian Youths can pull this off in this upcoming election 🗳️they will creat a far much impact across African Youth population through their inspiration, participation and being hopeful in the democratic electoral process &amp; believing in Peoples Power. #NigeriaDecides2023 🗳️ https://t.co/oudOlSgHpa",2,0,0,Twitter for iPhone,10830,East Africa
2023-02-22 19:41:59,iDURalph,raphaEL,https://twitter.com/iDURalph/status/1628480239646003204,Between 21M and 24M. Is the number. #NigeriaDecides2023,0,0,0,Twitter for Android,1292,Nigeria... and everywhere else
2023-02-22 19:41:50,Iam_Adekunley,BATifiedOMOLUABI,https://twitter.com/Iam_Adekunley/status/1628480200026517509,"Earlier today, Tinubu inspects the Situation Room of the Election Planning and Monitoring Committee of the Presidential Campaign Council (PCC) headed by Minister of Works and Housing, Babatunde Fashola SAN.

We are good to go!

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/2dX9PdV8Hb",16,12,0,Twitter for Android,1286,"Lagos, Nigeria"
2023-02-22 19:41:33,OurBlueTrain,Patrick Wallters 🍥,https://twitter.com/OurBlueTrain/status/1628480132598886405,Let us hear the conclusion of the whole matter ✍️ I hereby rest my case! Welcome To February 25th 2023. #NigeriaDecides2023,0,0,0,Twitter for Android,148,United Kingdom
2023-02-22 19:41:00,anyijude,ANOINTING,https://twitter.com/anyijude/status/1628479991838130177,"@NnewiCity @urchilla01 @EzeasorIje @ChiefOzoekwe @BillAchusim @zubydester @Kene_Nnewi @MoghaluKingsley @thecableng @Agu_ikemba @PeterObi Remember that @inecnigeria listed #NnewiNorth or parts of #NnewiNorth as a place that will not be participating on this coming #NigeriaDecides2023.
@AishaYesufu @NgLabour @PeterObi
If they have legal team should already be in court with @inecnigeria",1,0,0,Twitter for Android,183,Nigeria 
2023-02-22 19:40:56,fashcroft,Funsho A.,https://twitter.com/fashcroft/status/1628479975987810305,When are they postponing the elections as per SOP? #NigeriaDecides2023,0,0,0,Twitter for Android,464,Terra Firma 
2023-02-22 19:40:50,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628479951954448387,"The Christian who will influence Godly policies for the progress of humanity. The Christian who will stand and fight for equity, justice and fairness are the Christians needed in today’s politics - @PastorRansome 

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:40:37,scarfizal,THE PATRIOT,https://twitter.com/scarfizal/status/1628479896237273089,"Asiwaju Bola Tinubu went in an in the spot inspection of the Situation Room of the Election Planning and Monitoring Committee of the Presidential Campaign Council (PCC) headed by the Hon. Minister of @FMWHNIG @tundefashola SAN.

#TheBAThardwork
#TheFutureisBAT
#NigeriaDecides2023 https://t.co/JKOw6Pz7Y3",29,16,0,Twitter for iPhone,66233,Abuja
2023-02-22 19:40:34,lorddris,Wunmi,https://twitter.com/lorddris/status/1628479881930473472,"Violence is the last refuge of the incompetent. 
- Isaac Asimov

#NigeriaDecides2023",0,0,0,Twitter for Android,335,"Lagos, Nigeria."
2023-02-22 19:40:04,CharisTribe,Charis Tribe,https://twitter.com/CharisTribe/status/1628479759146532872,"The Christian who will defend the Church of The Lord Jesus. The Christian who will favour God’s righteous cause are the Christians needed in today’s politics. - @PastorRansome 

#FaithAndPolitics #NigeriaDecides2023",0,0,0,Twitter for iPad,774,Lagos
2023-02-22 19:39:00,tosino52,Oluwatosin Ronke,https://twitter.com/tosino52/status/1628479488672538625,"Presidential Candidate of the APC, Asiwaju Bola Tinubu, inspects the Situation Room of the Election Planning and Monitoring Committee of the PCC headed by Minister of Works and Housing, Babatunde Fashola SAN.

#TheBAThardwork
#NigeriaDecides2023 https://t.co/pGJzOl4T6t",42,15,2,Twitter for Android,5614,"Abuja, Nigeria"
